shiptype,Length,Breadth,Draught,SOG,TotalDistance,Duration,Route,Direct
70,183,25,6.11,15.028869,131.778039,464,FEL_ROT,1
70,299,48,12.18,14.344922,926.248689,11108,FEL_ROT,0
71,294,32,11.1,9.901304,154.514788,3316,FEL_ROT,1
70,82,11,2.8,8.891221,129.640459,795,FEL_ROT,1
71,400,59,13.682268,10.680825,130.416483,593,FEL_ROT,1
70,82,11,2.8,8.809615,143.527291,920,FEL_ROT,1
79,139,22,7.6,13.057343,121.490695,488,FEL_ROT,1
71,400,59,14.2,11.569326,140.104533,604,FEL_ROT,1
79,139,22,7.5,12.847953,525.013672,4700,FEL_ROT,0
71,136,22,6.4,11.236364,120.039897,973,FEL_ROT,1
70,82,12,2.8,9.558209,144.343886,844,FEL_ROT,1
71,275,40,11.31,11.189818,120.831203,677,FEL_ROT,1
4,400,59,13.63,10.106861,129.701672,597,FEL_ROT,1
71,275,40,11.31,11.696952,131.305352,1832,FEL_ROT,1
71,275,40,11.1,11.664557,126.478669,1340,FEL_ROT,1
79,138,22,7.3,11.999701,120.534076,542,FEL_ROT,1
71,398,56,15,10.151955,128.97215,652,FEL_ROT,1
79,138,22,6.7,13.599635,119.88864,480,FEL_ROT,1
79,139,22,6.791862,4.904932,126.064815,1715,FEL_ROT,1
79,139,22,7.4,11.805353,134.85771,583,FEL_ROT,1
71,136,22,7.7,11.977778,118.563259,556,FEL_ROT,1
71,294,32,10.820787,12.530337,144.088142,600,FEL_ROT,1
79,139,22,6.9524,12.298584,500.353251,4443,FEL_ROT,0
79,139,22,7.443432,12.54933,509.374799,4751,FEL_ROT,0
70,136,22,6.8,13.451877,120.086987,484,FEL_ROT,1
70,136,22,7.5,11.923134,137.242469,618,FEL_ROT,1
79,139,22,6.2,12.026,117.779038,527,FEL_ROT,1
71,294,32,12.9,7.494761,154.536595,887,FEL_ROT,1
71,398,56,12,9.857174,127.876333,612,FEL_ROT,1
70,136,22,7,12.81893,114.948814,463,FEL_ROT,1
70,136,22,7.3,10.726579,134.271913,1158,FEL_ROT,1
70,136,22,6.2,11.420988,125.275712,2789,FEL_ROT,1
71,294,32,13.082961,8.624341,134.42299,817,FEL_ROT,1
70,398,56,13.096057,6.85681,127.248132,969,FEL_ROT,1
70,300,48,12.43,13.443508,894.725125,10081,FEL_ROT,0
70,75,11,3.47,8.202612,165.617971,5037,FEL_ROT,1
71,366,48,13.31,12.725143,900.809158,12404,FEL_ROT,0
74,335,46,9.85,11.139036,905.305887,12691,FEL_ROT,0
71,275,40,11.31,11.703218,137.211059,1259,FEL_ROT,1
70,90,12,4.83,7.97408,162.5961,3862,FEL_ROT,1
71,367,49,11.77,13.132762,745.905435,12710,FEL_ROT,0
71,287,33,9.68,14.048626,938.485505,7618,FEL_ROT,0
70,183,25,6.11,14.161338,127.838271,445,FEL_ROT,1
70,183,25,6.11,15.229577,131.870491,456,FEL_ROT,1
70,183,25,6.11,14.340469,130.556077,485,FEL_ROT,1
70,183,25,6.11,11.48608,131.240352,608,FEL_ROT,1
71,398,56,13.67,11.464139,937.474265,12938,FEL_ROT,0
71,275,40,11.31,10.374521,127.388649,1262,FEL_ROT,1
79,138,22,7.3,13.888163,118.79315,445,FEL_ROT,1
71,398,56,11.6,12.228859,133.577845,570,FEL_ROT,1
74,399,56,13.5,9.107595,119.57117,653,FEL_ROT,1
71,277,42,11.54,13.694778,140.607327,518,BRE_HAM,1
71,138,22,6.6,13.26968,138.962142,529,BRE_HAM,1
70,138,22,6.6,15.773441,131.244234,433,BRE_HAM,1
70,138,22,6.6,14.895228,132.712494,462,BRE_HAM,1
70,138,22,6.6,13.41451,134.848634,513,BRE_HAM,1
71,138,22,6.6,15.668778,133.700964,442,BRE_HAM,1
70,211,32,8.42,10.853307,167.599777,2121,BRE_HAM,1
70,192,28,8.99,11.22836,153.071002,680,BRE_HAM,1
71,138,22,6.6,13.349432,140.761423,527,BRE_HAM,1
71,151,23,6.99,14.711642,138.873877,480,BRE_HAM,1
71,161,25,8.71,12.335233,141.418072,577,BRE_HAM,1
71,151,23,6.99,11.373641,145.055553,821,BRE_HAM,1
79,138,22,6.6,11.126803,140.965701,637,BRE_HAM,1
71,151,23,6.99,13.699419,138.102812,517,BRE_HAM,1
79,138,22,6.6,13.693654,139.320944,519,BRE_HAM,1
71,151,23,6.99,13.03181,139.403482,547,BRE_HAM,1
71,277,42,11.54,13.073105,144.30348,553,BRE_HAM,1
70,90,15,5.35,8.404426,121.105381,2370,BRE_HAM,1
70,160,20,5.4,12.237983,144.687208,604,BRE_HAM,1
71,151,23,6.99,12.886596,141.511609,567,BRE_HAM,1
71,138,22,6.6,13.103019,136.919034,529,BRE_HAM,1
71,151,23,6.99,13.841779,140.233702,517,BRE_HAM,1
71,151,23,6.99,11.803015,145.099762,596,BRE_HAM,1
71,138,22,6.6,12.250179,135.852527,564,BRE_HAM,1
71,138,22,6.6,13.070356,138.578466,537,BRE_HAM,1
71,138,22,6.6,12.853902,138.879029,550,BRE_HAM,1
71,138,22,6.6,14.438376,131.693623,495,BRE_HAM,1
70,100,18,5.56,12.444286,133.626386,605,BRE_HAM,1
71,138,22,7.4,11.80305,148.32904,1741,BRE_HAM,1
71,151,24,7.2,12.231092,146.652072,594,BRE_HAM,1
70,100,18,6.5,11.233953,128.91155,644,BRE_HAM,1
71,151,23,6.99,12.499038,125.831367,573,BRE_HAM,1
71,138,22,6.6,12.481188,125.059087,559,BRE_HAM,1
71,151,24,7.33,14.512941,124.80747,498,BRE_HAM,1
70,100,18,5.56,10.86,129.814052,673,BRE_HAM,1
71,138,22,6.3,16,119.983855,435,BRE_HAM,1
71,151,24,6.2,14.629032,136.698739,1188,BRE_HAM,1
70,151,24,7.3,12.868085,141.701606,563,BRE_HAM,1
71,138,22,6.5,12.616292,109.751562,495,BRE_HAM,1
70,100,18,6.7,12.39966,145.193225,587,BRE_HAM,1
70,100,18,5.4,11.911021,147.622924,616,BRE_HAM,1
71,138,22,6.6,13.08361,140.168215,542,BRE_HAM,1
79,295,32,12.1,12.480882,111.140454,2672,BRE_HAM,1
70,100,18,5.8,10.965465,145.615551,665,BRE_HAM,1
70,100,18,5.8,12.872647,143.627618,562,BRE_HAM,1
70,100,18,5.8,12.872647,143.627618,562,BRE_HAM,1
70,100,18,5.8,12.872647,143.627618,562,BRE_HAM,1
70,100,18,5.9,12.506518,143.239369,582,BRE_HAM,1
70,100,18,5.9,12.506518,143.239369,582,BRE_HAM,1
70,100,18,5.9,12.506518,143.239369,582,BRE_HAM,1
70,100,18,5.6,13.079891,142.945974,551,BRE_HAM,1
70,100,18,5.6,13.079891,142.945974,551,BRE_HAM,1
70,100,18,5.6,13.079891,142.945974,551,BRE_HAM,1
71,300,48,10,12.087557,153.057322,660,BRE_HAM,1
70,100,18,5.1,11.706897,141.578696,608,BRE_HAM,1
70,100,18,5.1,11.706897,141.578696,608,BRE_HAM,1
70,100,18,5.1,11.706897,141.578696,608,BRE_HAM,1
70,90,13,4.88,10.472261,150.713252,721,BRE_HAM,1
70,229,32,8.72,10.393426,172.846043,867,BRE_HAM,1
70,228,32,8.95,12.167846,529.536539,4732,BRE_HAM,0
70,75,12,3.83,8.362481,223.444336,6936,BRE_HAM,1
79,210,30,8.37,12.221839,146.075091,608,BRE_HAM,1
70,80,12,3.78,9.459928,158.209217,837,BRE_HAM,1
79,88,12,4.44,8.497798,150.599954,867,BRE_HAM,1
79,134,22,7.86,14.679476,138.146066,544,BRE_HAM,1
70,88,12,3,11.875294,142.485574,597,BRE_HAM,1
79,134,22,7.2,14.089412,124.491512,508,BRE_HAM,1
79,134,22,7.7,15.402548,138.148955,470,BRE_HAM,1
70,161,25,6.742412,11.330739,171.074176,1572,BRE_HAM,1
79,199,32,8.1,11.505937,172.082602,2622,BRE_HAM,1
79,134,22,7.4,15.354176,138.595679,466,BRE_HAM,1
79,134,22,7.3,13.53806,142.973095,535,BRE_HAM,1
79,134,22,7.1,11.389889,143.699204,633,BRE_HAM,1
79,134,22,6.7,10.239148,151.637076,751,BRE_HAM,1
72,142,20,5.8,12.551087,136.529897,554,BRE_HAM,1
72,142,20,5.8,12.551087,136.529897,554,BRE_HAM,1
70,79,19,2.8,8.838393,142.441457,783,BRE_HAM,1
71,125,22,7.33,15.021325,143.014105,481,BRE_HAM,1
79,100,16,5.21,13.068115,364.970623,8041,BRE_HAM,0
70,79,19,2.8,9.347937,133.624612,712,BRE_HAM,1
79,133,22,7.67,9.846373,154.563827,779,BRE_HAM,1
71,125,22,7.33,13.16125,147.166268,562,BRE_HAM,1
79,100,16,5.21,12.592867,369.768263,9455,BRE_HAM,0
70,79,19,2.8,9.435977,130.137564,682,BRE_HAM,1
71,0,0,10.33,12.09719,146.294819,677,BRE_HAM,1
70,79,19,2.8,9.572394,134.928957,710,BRE_HAM,1
70,79,19,2.8,10.220584,139.276604,684,BRE_HAM,1
71,125,22,7.33,12.831327,142.367549,566,BRE_HAM,1
71,294,32,10.9,13.311321,149.90125,585,BRE_HAM,1
79,100,16,5.21,11.715112,335.821508,6586,BRE_HAM,0
70,79,19,2.8,9.535213,138.969509,726,BRE_HAM,1
70,79,19,2.8,9.371196,139.443399,736,BRE_HAM,1
79,100,16,5.21,12.384146,368.307026,8201,BRE_HAM,0
70,79,19,2.8,10.221536,140.288296,680,BRE_HAM,1
70,79,19,2.8,8.54323,143.465252,804,BRE_HAM,1
70,79,19,2.8,11.052327,139.415185,622,BRE_HAM,1
79,105,16,5.21,13.299714,377.946612,7257,BRE_HAM,0
70,79,19,2.8,8.756051,81.272828,3402,BRE_HAM,1
70,79,19,2.8,9.161792,140.229239,759,BRE_HAM,1
79,105,16,5.21,12.143562,405.360568,9273,BRE_HAM,0
71,295,32,9.41,9.969858,155.108633,853,BRE_HAM,1
70,79,19,2.8,10.667445,140.38081,641,BRE_HAM,1
70,79,19,2.8,10.649685,135.61759,633,BRE_HAM,1
70,79,19,2.8,10.442065,135.514409,648,BRE_HAM,1
70,79,19,2.8,8.865241,129.696414,725,BRE_HAM,1
70,200,32,8.13,9.556432,150.698169,824,BRE_HAM,1
70,79,19,2.8,11.46486,130.76072,572,BRE_HAM,1
70,79,19,2.8,10.982072,131.085639,608,BRE_HAM,1
70,88,12,4.76,10.265847,142.802207,690,BRE_HAM,1
70,79,19,2.8,9.834851,143.107684,704,BRE_HAM,1
70,79,19,2.8,8.946842,143.233506,764,BRE_HAM,1
71,209,30,8.23,12.536661,143.639416,580,BRE_HAM,1
70,79,19,2.8,12.741308,135.35695,534,BRE_HAM,1
89,88,13,5.4,9.246659,155.725353,998,BRE_HAM,1
70,79,19,2.8,8.430995,136.347658,783,BRE_HAM,1
71,294,32,10.9,10.476788,158.501925,741,BRE_HAM,1
70,79,19,2.8,8.119188,136.77983,815,BRE_HAM,1
71,125,22,7.33,14.910316,141.410086,475,BRE_HAM,1
71,295,32,9.41,13.489492,151.550976,570,BRE_HAM,1
70,79,19,2.8,10.095181,134.973186,663,BRE_HAM,1
71,125,22,7.33,13.791373,137.275554,509,BRE_HAM,1
70,79,19,2.8,8.578121,142.904585,813,BRE_HAM,1
71,125,22,6.3,12.383538,141.709295,578,BRE_HAM,1
70,79,19,2.8,10.928354,127.937918,634,BRE_HAM,1
70,88,12,3.4,8.43796,163.510673,950,BRE_HAM,1
71,125,22,7.5,12.873404,126.11576,561,BRE_HAM,1
70,79,19,2.8,11.082039,121.86723,615,BRE_HAM,1
71,125,22,7.33,14.774877,126.254185,497,BRE_HAM,1
70,79,19,2.8,8.488197,121.521283,771,BRE_HAM,1
70,79,19,2.8,8.041801,124.389937,811,BRE_HAM,1
71,125,22,7.33,13.615278,124.479283,527,BRE_HAM,1
70,88,12,4.82,8.778035,148.51672,916,BRE_HAM,1
70,79,19,2.8,7.85098,124.948909,840,BRE_HAM,1
70,79,19,2.8,8.231408,119.2968,786,BRE_HAM,1
70,79,19,2.8,11.113478,138.966853,605,BRE_HAM,1
71,125,22,6.9,12.734915,149.696144,764,BRE_HAM,1
71,125,22,7.2,10.951698,138.567122,660,BRE_HAM,1
89,88,13,4.8,9.152121,156.076007,1152,BRE_HAM,1
70,79,19,2.8,8.377027,138.942953,815,BRE_HAM,1
70,125,25,4.8,13.130127,141.637963,550,BRE_HAM,1
70,125,25,4.8,12.24188,144.712092,585,BRE_HAM,1
79,134,22,7.6,10.388321,63.853721,491,BRE_HAM,1
79,134,22,8,12.35402,94.572149,1454,BRE_HAM,1
70,82,12,3.66,7.961255,162.428041,1003,BRE_HAM,1
71,134,23,7.71,12.246864,139.00818,573,BRE_HAM,1
70,79,19,2.8,9.708989,145.037862,714,BRE_HAM,1
71,134,23,7.71,12.504973,140.785211,562,BRE_HAM,1
89,88,13,5.4,8.92766,153.931043,845,BRE_HAM,1
89,88,13,5.4,9.121163,150.581577,820,BRE_HAM,1
70,79,19,2.8,8.411138,139.374213,817,BRE_HAM,1
71,134,23,7.71,11.402167,147.177215,1003,BRE_HAM,1
70,79,19,2.8,7.814819,141.804216,884,BRE_HAM,1
70,79,19,2.8,7.994213,142.67674,863,BRE_HAM,1
70,79,19,2.8,9.088538,139.568676,760,BRE_HAM,1
70,79,19,2.8,10.502428,141.45551,658,BRE_HAM,1
70,79,19,2.8,10.808424,140.521607,641,BRE_HAM,1
71,134,23,7.71,13.623745,141.34014,523,BRE_HAM,1
89,88,13,5.4,8.959147,158.837602,895,BRE_HAM,1
70,79,19,2.8,8.628571,138.669092,772,BRE_HAM,1
89,88,13,5.4,8.806029,145.26389,762,BRE_HAM,1
71,134,23,7.71,13.319057,139.820822,530,BRE_HAM,1
70,79,19,2.8,9.336131,135.046595,703,BRE_HAM,1
89,88,13,5.4,8.584634,148.359403,846,BRE_HAM,1
79,105,16,5.21,13.26913,972.18509,8893,BRE_HAM,0
70,199,32,8.4,11.046784,154.738734,878,BRE_HAM,1
71,134,23,8.2,12.295261,155.736793,1018,BRE_HAM,1
70,79,19,2.8,7.949421,142.998723,863,BRE_HAM,1
70,79,19,2.8,8.210083,146.62135,842,BRE_HAM,1
71,134,23,7.71,12.063065,137.490015,597,BRE_HAM,1
70,79,19,2.8,8.326271,129.686507,802,BRE_HAM,1
70,79,19,2.8,10.271575,123.365096,646,BRE_HAM,1
70,79,19,2.8,8.648593,141.266551,781,BRE_HAM,1
70,79,19,2.8,8.677836,135.314816,767,BRE_HAM,1
89,88,13,4.8,12.040513,140.962898,585,BRE_HAM,1
71,134,23,8,14.203536,142.018179,508,BRE_HAM,1
70,79,19,2.8,7.70078,144.418241,897,BRE_HAM,1
89,88,13,5.4,8.946608,154.112707,1386,BRE_HAM,1
71,134,23,7.71,8.644631,137.78315,788,BRE_HAM,1
70,126,22,6.83,13.912375,138.472251,505,BRE_HAM,1
71,134,23,8.3,12.300485,127.245606,588,BRE_HAM,1
71,134,23,7.71,13.090244,124.531578,539,BRE_HAM,1
89,88,13,5.4,8.026062,140.091343,922,BRE_HAM,1
71,134,23,7.71,12.658065,122.25422,552,BRE_HAM,1
70,79,19,2.8,10.150382,134.001559,655,BRE_HAM,1
71,134,23,8.1,13.148736,144.008838,553,BRE_HAM,1
70,79,19,2.8,9.65235,153.654389,766,BRE_HAM,1
70,79,19,2.8,9.961933,137.778154,682,BRE_HAM,1
71,134,23,7.7,15.287212,143.239409,476,BRE_HAM,1
89,88,13,4.799238,9.151334,144.505719,787,BRE_HAM,1
71,125,22,6.5,12.039875,150.02269,642,BRE_HAM,1
71,134,23,8.8,13.155616,143.073422,554,BRE_HAM,1
70,79,19,2.8,9.518707,144.096594,727,BRE_HAM,1
70,79,19,2.8,8.809936,138.964611,784,BRE_HAM,1
71,134,23,7.4,12.378098,148.215551,595,BRE_HAM,1
70,79,19,2.8,10.120266,138.610717,678,BRE_HAM,1
70,79,19,2.8,9.154749,140.769941,758,BRE_HAM,1
71,134,23,7.7,12.987679,141.33661,559,BRE_HAM,1
71,134,23,7.6,13.843264,144.19641,529,BRE_HAM,1
71,134,23,7.9,13.868138,144.650819,522,BRE_HAM,1
71,134,23,8.1,12.87977,153.708556,607,BRE_HAM,1
71,134,23,8.1,13.952896,143.787551,518,BRE_HAM,1
71,134,23,7.7,12.909178,141.652735,585,BRE_HAM,1
71,134,23,8.1,13.219891,147.52929,547,BRE_HAM,1
71,125,22,6.8,12.564894,141.086491,567,BRE_HAM,1
71,125,22,6.8,12.564894,141.086491,567,BRE_HAM,1
71,134,22,0,12.647966,146.472343,591,BRE_HAM,1
71,134,22,6.72,12.663718,139.776993,559,BRE_HAM,1
71,134,22,0,13.282657,143.373063,541,BRE_HAM,1
71,295,33,10.21,10.538032,142.884034,681,BRE_HAM,1
71,134,22,0,13.01418,137.669687,543,BRE_HAM,1
71,134,22,6.72,12.305017,139.39665,576,BRE_HAM,1
71,134,22,0,14.395626,142.159558,502,BRE_HAM,1
71,134,22,0,14.194589,142.211266,498,BRE_HAM,1
71,134,22,0,11.655803,144.565908,632,BRE_HAM,1
79,88,13,4.59,9.666925,132.150934,643,BRE_HAM,1
70,152,23,7.58,12.406854,139.649962,568,BRE_HAM,1
79,134,22,7.62,13.226825,150.161814,588,BRE_HAM,1
71,134,22,0,11.91526,140.40018,1712,BRE_HAM,1
79,134,22,7.62,14.091213,131.170086,477,BRE_HAM,1
59,134,22,7.36,11.767353,158.231949,910,BRE_HAM,1
71,134,22,0,12.425932,144.222756,593,BRE_HAM,1
70,200,36,9.17,11.727914,148.325564,651,BRE_HAM,1
71,134,22,0,13.382407,143.046485,539,BRE_HAM,1
70,200,32,8.67,11.367002,132.170572,3659,BRE_HAM,1
71,134,22,0,14.293663,142.674953,507,BRE_HAM,1
70,199,35,0,13.408865,146.350072,565,BRE_HAM,1
71,295,33,10.21,10.722382,146.158178,1123,BRE_HAM,1
70,89,14,4.93,11.253768,157.380916,688,BRE_HAM,1
71,216,32,9.3,13.215,125.342659,537,BRE_HAM,1
71,216,32,8.91,13.121569,110.548992,1680,BRE_HAM,1
70,200,32,7.980619,9.98035,148.511863,743,BRE_HAM,1
71,216,32,9.3,11.979074,139.881631,582,BRE_HAM,1
70,79,19,2.8,9.889254,136.990662,676,BRE_HAM,1
70,79,19,2.8,10.845227,140.316552,639,BRE_HAM,1
70,79,19,2.8,10.620552,138.709498,651,BRE_HAM,1
70,79,19,2.8,10.149367,146.416645,711,BRE_HAM,1
70,79,19,2.8,9.318794,135.495577,712,BRE_HAM,1
70,79,19,2.8,9.858146,132.24283,668,BRE_HAM,1
70,79,19,2.8,9.687168,131.17987,678,BRE_HAM,1
70,79,19,2.8,10.95254,138.283547,629,BRE_HAM,1
70,79,19,2.8,12.167487,137.687571,568,BRE_HAM,1
70,79,19,2.8,11.220455,139.502407,615,BRE_HAM,1
71,125,22,6,13.752745,143.13326,522,BRE_HAM,1
71,125,22,6,13.752745,143.13326,522,BRE_HAM,1
71,125,22,6,13.752745,143.13326,522,BRE_HAM,1
70,79,19,2.8,8.938575,137.206208,743,BRE_HAM,1
70,79,19,2.8,9.420774,132.047782,697,BRE_HAM,1
71,125,22,6.4,14.175299,140.61681,504,BRE_HAM,1
71,125,22,6.4,14.175299,140.61681,504,BRE_HAM,1
70,79,19,2.8,10.888216,132.109398,610,BRE_HAM,1
70,79,19,2.8,10.54375,134.247136,623,BRE_HAM,1
70,79,19,2.8,8.853589,147.865756,807,BRE_HAM,1
70,101,18,5.38,12.806066,137.797174,543,BRE_HAM,1
71,166,25,7.88,10.549289,129.542292,634,BRE_HAM,1
71,134,22,7.64,11.819063,145.58883,619,BRE_HAM,1
70,101,18,5.38,11.896923,137.617959,585,BRE_HAM,1
71,166,25,7.88,13.358918,128.456964,499,BRE_HAM,1
70,101,18,5.38,12.233452,137.290428,561,BRE_HAM,1
70,101,18,5.38,11.632776,139.129118,605,BRE_HAM,1
70,101,18,5.38,10.344765,139.707048,679,BRE_HAM,1
70,101,18,5.38,12.70868,137.990547,552,BRE_HAM,1
70,101,18,5.38,13.418165,140.633355,534,BRE_HAM,1
70,101,18,5.38,11.445077,151.053228,657,BRE_HAM,1
70,101,18,5.38,15.009202,144.752428,488,BRE_HAM,1
70,101,18,5.38,12.005842,138.878983,582,BRE_HAM,1
70,101,18,5.38,10.849296,141.528088,658,BRE_HAM,1
70,101,18,5.38,11.538731,138.627316,600,BRE_HAM,1
70,200,32,8.6,10.566414,163.022777,791,BRE_HAM,1
70,101,18,5.38,14.48381,131.974694,479,BRE_HAM,1
70,101,18,5.38,14.412069,116.809424,461,BRE_HAM,1
70,301,48,11.17568,12.72415,155.190511,1198,BRE_HAM,1
71,125,22,7,12.207241,140.583019,583,BRE_HAM,1
71,125,22,7,12.207241,140.583019,583,BRE_HAM,1
71,125,22,7,12.207241,140.583019,583,BRE_HAM,1
71,125,22,6.5,14.703151,135.144641,476,BRE_HAM,1
71,125,22,6.5,14.703151,135.144641,476,BRE_HAM,1
71,125,22,6.5,14.703151,135.144641,476,BRE_HAM,1
71,125,22,7.2,13.464436,138.885588,524,BRE_HAM,1
71,125,22,7.2,13.464436,138.885588,524,BRE_HAM,1
71,125,22,7.2,13.464436,138.885588,524,BRE_HAM,1
70,101,18,4.3,12.298734,134.41135,553,BRE_HAM,1
70,101,18,4.3,12.298734,134.41135,553,BRE_HAM,1
70,101,18,4.3,12.298734,134.41135,553,BRE_HAM,1
71,125,22,6.7,13.756751,138.686491,510,BRE_HAM,1
71,125,22,6.7,13.756751,138.686491,510,BRE_HAM,1
71,125,22,6.7,13.756751,138.686491,510,BRE_HAM,1
70,101,18,5.3,11.970588,136.645577,578,BRE_HAM,1
70,101,18,5.3,11.970588,136.645577,578,BRE_HAM,1
70,101,18,5.3,11.970588,136.645577,578,BRE_HAM,1
71,125,22,6.9,15.432184,102.833561,772,BRE_HAM,1
70,101,18,5.2,13.078695,136.811704,520,BRE_HAM,1
70,101,18,5.2,13.078695,136.811704,520,BRE_HAM,1
70,101,18,5.2,13.078695,136.811704,520,BRE_HAM,1
71,125,22,6.4,12.886314,139.461663,555,BRE_HAM,1
71,125,22,6.4,12.886314,139.461663,555,BRE_HAM,1
71,125,22,6.4,12.886314,139.461663,555,BRE_HAM,1
70,101,18,5.4,11.814974,155.057302,582,BRE_HAM,1
70,101,18,5.4,11.814974,155.057302,582,BRE_HAM,1
70,101,18,5.4,11.814974,155.057302,582,BRE_HAM,1
70,249,38,10.16,11.455028,391.104458,8007,BRE_HAM,0
70,101,18,5.38,11.736897,136.051331,579,BRE_HAM,1
71,168,26,8.81,15.48061,136.684251,457,BRE_HAM,1
70,101,18,5.38,14.077126,137.42738,493,BRE_HAM,1
79,88,13,4.92,10.082667,121.349293,600,BRE_HAM,1
70,200,32,8.86,11.449774,145.175081,11008,BRE_HAM,1
71,168,26,8.81,14.633133,144.518153,497,BRE_HAM,1
70,232,32,8.97,8.605911,173.892843,1031,BRE_HAM,1
70,225,32,7.31,10.29326,168.651096,1524,BRE_HAM,1
73,210,30,8.18,9.777317,157.31766,819,BRE_HAM,1
70,89,13,4.41,8.930321,158.262917,6703,BRE_HAM,1
70,101,18,5.38,12.636731,142.619055,569,BRE_HAM,1
70,75,11,3.08,8.369388,124.566464,736,BRE_HAM,1
71,168,26,8.81,14.580263,128.548901,455,BRE_HAM,1
79,119,20,5.5,11.181515,148.068189,5073,BRE_HAM,1
71,265,32,0,10.797674,155.424075,732,BRE_HAM,1
70,229,38,11.37,8.627912,164.340063,2598,BRE_HAM,1
71,168,26,8.81,13.643238,142.305207,524,BRE_HAM,1
79,199,32,8.84,11.353394,148.859837,665,BRE_HAM,1
71,155,25,8.95,11.656726,139.623407,2643,BRE_HAM,1
71,168,26,8.81,13.857642,123.223301,457,BRE_HAM,1
71,170,27,8.86,13.043303,140.179182,544,BRE_HAM,1
71,168,26,8.81,13.932544,142.258452,506,BRE_HAM,1
71,264,32,0,11.2375,135.024211,1185,BRE_HAM,1
71,170,27,8.86,11.69235,107.882816,852,BRE_HAM,1
71,168,26,8.3,15.346073,123.751434,455,BRE_HAM,1
70,199,35,8.6,14.324731,157.981515,557,BRE_HAM,1
79,88,14,3.2,9.567942,145.241019,757,BRE_HAM,1
71,168,26,8,14.081349,139.601936,503,BRE_HAM,1
79,200,32,6.4,11.684805,165.631168,706,BRE_HAM,1
71,168,26,7.6,12.810488,141.828019,554,BRE_HAM,1
70,83,12,3.7,10.789747,143.579753,676,BRE_HAM,1
70,101,18,5.8,11.808582,124.694044,537,BRE_HAM,1
70,101,18,5.8,11.808582,124.694044,537,BRE_HAM,1
70,199,32,8.43,10.808243,159.230459,3387,BRE_HAM,1
71,166,25,7.88,11.953887,130.455997,568,BRE_HAM,1
70,199,32,9.4,9.650308,156.611703,810,BRE_HAM,1
73,140,23,7.48,12.840402,140.448115,546,BRE_HAM,1
71,151,23,7.67,13.065027,141.418347,548,BRE_HAM,1
73,140,23,7.48,11.715141,140.198184,600,BRE_HAM,1
71,168,24,8.33,12.475395,143.309532,572,BRE_HAM,1
71,134,22,0,12.311414,146.108402,588,BRE_HAM,1
73,140,23,7.48,13.425741,140.165456,539,BRE_HAM,1
71,294,32,0,11.849623,121.996758,535,BRE_HAM,1
71,151,23,7.67,12.198103,141.881849,585,BRE_HAM,1
71,170,26,8.33,14.403644,139.62291,493,BRE_HAM,1
71,170,26,8.33,12.452623,145.789847,1197,BRE_HAM,1
71,152,24,7.67,10.983564,140.680612,650,BRE_HAM,1
70,200,32,8.78,10.15175,163.170268,802,BRE_HAM,1
70,72,11,3.48,8.174714,162.992599,959,BRE_HAM,1
70,200,32,8.7,11.599254,154.358908,2183,BRE_HAM,1
71,170,26,8.33,13.623946,139.154897,523,BRE_HAM,1
71,170,26,8.33,9.926927,158.686354,2864,BRE_HAM,1
71,151,23,7.67,12.767686,133.838828,522,BRE_HAM,1
71,294,32,0,10.366885,161.207576,918,BRE_HAM,1
71,169,27,8.5,14.441916,125.770946,507,BRE_HAM,1
71,152,24,7.67,11.414774,147.116562,982,BRE_HAM,1
71,168,24,8.33,12.966959,128.35562,532,BRE_HAM,1
71,169,27,8.94,15.032075,129.052412,483,BRE_HAM,1
71,168,24,8.33,13.077005,124.972572,545,BRE_HAM,1
71,152,24,7.706511,12.365957,129.019907,585,BRE_HAM,1
70,261,33,10.7,10.19562,134.550729,1488,BRE_HAM,1
71,151,23,6.7,13.311765,137.395413,528,BRE_HAM,1
71,152,24,8.2,11.480696,144.558861,635,BRE_HAM,1
71,151,23,8.1,13.523372,140.272232,523,BRE_HAM,1
71,151,23,8.1,13.523372,140.272232,523,BRE_HAM,1
71,151,23,7.5,13.556157,143.395418,541,BRE_HAM,1
71,151,23,7.5,13.556157,143.395418,541,BRE_HAM,1
71,151,23,7.5,13.556157,143.395418,541,BRE_HAM,1
71,168,26,8.5,13.393536,139.587519,525,BRE_HAM,1
71,168,26,7.2,13.287079,138.900681,539,BRE_HAM,1
70,81,12,3.300709,8.326239,152.798904,895,BRE_HAM,1
70,132,19,6.41,13.696657,451.797201,7765,BRE_HAM,0
79,168,25,8.61,12.071821,138.742852,895,BRE_HAM,1
72,168,26,8.78,14.374289,1360.816545,17977,BRE_HAM,0
79,171,26,7.93,10.844162,143.228171,1340,BRE_HAM,1
71,299,40,10.1,13.368529,138.731739,536,BRE_HAM,1
71,166,27,8.76,11.498901,147.336154,638,BRE_HAM,1
71,151,23,7.67,14.088783,113.924462,817,BRE_HAM,1
70,132,19,6.41,12.030703,136.208188,582,BRE_HAM,1
79,168,25,8.61,12.167462,139.583594,588,BRE_HAM,1
71,168,24,8.33,10.149625,160.675647,830,BRE_HAM,1
71,275,32,10.25,9.820401,160.846369,1094,BRE_HAM,1
70,132,19,6.41,14.081749,367.256287,7172,BRE_HAM,0
71,166,27,8.76,12.600175,140.56611,570,BRE_HAM,1
