TotalDistance,Duration,Direct
133.62628,529,1
133.79444,519,1
140.141938,1349,1
902.264992,10081,0
131.459672,455,1
165.617971,5037,1
129.686394,555,1
129.426293,474,1
904.108422,12404,0
146.150757,653,1
129.845842,464,1
746.468272,12710,0
130.721398,511,1
121.257992,599,1
131.870491,896,1
132.773545,555,1
129.368755,504,1
129.993712,527,1
124.284791,743,1
130.871283,554,1
133.545107,488,1
130.276937,456,1
133.182277,651,1
121.77546,765,1
131.484236,435,1
132.951574,447,1
133.538446,600,1
139.951922,539,1
131.613688,487,1
136.935197,804,1
128.263349,449,1
131.644413,3234,1
133.672818,592,1
128.499922,511,1
123.663045,429,1
123.514798,441,1
133.180173,509,1
132.494603,486,1
110.83139,349,1
132.618694,535,1
133.149865,520,1
134.956219,465,1
130.863023,576,1
132.790925,540,1
133.241413,515,1
131.705334,930,1
133.688179,529,1
139.573326,953,1
135.96219,465,1
147.91039,1009,1
128.615212,426,1
134.156329,457,1
129.469997,470,1
127.257261,484,1
131.627805,502,1
133.143013,539,1
126.863498,531,1
127.062295,464,1
128.239822,447,1
127.113039,422,1
126.858454,429,1
128.007442,413,1
132.332022,2780,1
132.890889,584,1
126.811229,536,1
129.140481,506,1
1604.552704,11018,1
1879.584922,12581,1
134.75493,539,1
134.220798,2470,1
136.910011,541,1
492.887163,7515,0
149.296709,523,1
135.592703,577,1
131.564379,524,1
130.062392,535,1
141.338224,821,1
124.587342,529,1
135.984235,537,1
132.624278,655,1
128.758258,477,1
130.203685,475,1
134.918268,468,1
135.720152,412,1
129.747368,460,1
128.915691,523,1
130.752637,482,1
131.819634,479,1
130.00135,438,1
134.445741,452,1
128.37797,434,1
134.279851,500,1
129.466652,460,1
125.821429,448,1
127.90225,441,1
135.312876,427,1
132.294761,415,1
127.85183,439,1
131.063048,494,1
155.70194,1469,1
134.355641,474,1
136.748227,468,1
132.054715,482,1
127.109174,634,1
129.45323,451,1
117.9823,605,1
123.272904,544,1
130.545085,529,1
127.801335,505,1
264.05222,3652,1
131.67492,691,1
140.689676,788,1
122.082674,519,1
133.208358,553,1
135.728313,476,1
128.422719,496,1
136.616284,451,1
134.096767,499,1
132.69486,532,1
120.870159,476,1
134.929486,490,1
134.216932,491,1
134.741681,511,1
130.473888,498,1
132.26958,473,1
128.438928,427,1
133.477167,439,1
129.863092,915,1
132.533254,632,1
352.599646,6892,1
134.232389,576,1
147.33917,1605,1
348.493636,2536,0
127.633012,453,1
145.704961,1573,1
135.048651,4598,1
142.0206,601,1
126.945309,744,1
116.582284,2348,1
127.068961,658,1
127.472416,463,1
126.796141,434,1
129.775584,426,1
129.963838,449,1
127.229068,603,1
130.791608,537,1
130.703958,506,1
151.53735,618,1
132.908088,426,1
128.233818,466,1
137.06068,652,1
119.233223,845,1
128.020715,475,1
127.978825,461,1
126.794792,448,1
127.875059,464,1
128.5701,440,1
131.551179,582,1
134.735138,1355,1
126.977561,518,1
127.642983,503,1
127.991879,446,1
129.537085,501,1
131.545537,635,1
128.284044,450,1
113.233946,394,1
131.972213,526,1
139.649312,496,1
140.840694,568,1
127.921318,569,1
137.473709,1509,1
128.700279,510,1
125.282503,565,1
133.82268,454,1
130.194789,529,1
124.796668,500,1
137.708564,471,1
130.91079,545,1
130.636258,506,1
138.19859,648,1
106.314533,516,1
130.011115,509,1
131.794902,472,1
126.272885,739,1
139.034126,446,1
132.255431,829,1
121.384252,698,1
133.332012,436,1
141.644914,1826,1
136.072282,558,1
127.440831,488,1
124.939623,473,1
130.290581,542,1
134.231816,537,1
147.881904,783,1
193.589339,12642,1
127.132429,1777,1
132.848135,970,1
126.508835,1337,1
121.410234,788,1
126.627566,590,1
147.91039,1009,1
129.609708,464,1
133.744125,493,1
129.374714,490,1
130.844603,1034,1
128.126539,522,1
128.928011,520,1
132.911686,436,1
132.853114,540,1
129.939874,534,1
138.705041,642,1
131.171561,478,1
130.743452,484,1
134.019886,400,1
127.306916,402,1
131.622737,462,1
128.663294,598,1
129.586322,520,1
121.302347,566,1
126.589366,490,1
129.502068,537,1
128.443128,652,1
108.788363,444,1
107.382253,448,1
126.157585,500,1
126.919038,498,1
119.707058,445,1
921.80887,5936,1
110.982743,512,1
133.620576,524,1
129.850086,537,1
129.624898,547,1
135.608887,528,1
127.917931,515,1
134.723787,598,1
131.308157,542,1
131.99779,518,1
130.069623,524,1
105.843681,387,1
131.572902,539,1
131.532974,527,1
132.914394,494,1
130.195871,551,1
120.860885,560,1
128.817131,569,1
128.064357,557,1
130.672977,521,1
133.86301,529,1
129.238672,514,1
34.194666,720,1
130.022619,513,1
138.524241,607,1
128.385183,531,1
131.156245,535,1
115.945315,496,1
129.875151,548,1
120.094705,459,1
137.132823,537,1
127.560982,513,1
131.179869,536,1
32.149679,743,1
133.555424,625,1
117.9823,605,1
136.059036,461,1
31.003024,744,1
128.032589,440,1
128.791853,566,1
129.610555,482,1
116.071214,479,1
128.797752,472,1
133.056187,439,1
129.601615,541,1
125.892236,821,1
132.017998,590,1
122.364991,468,1
131.60977,551,1
128.323189,553,1
129.670404,590,1
129.033576,495,1
129.573455,494,1
132.819802,540,1
130.267535,522,1
127.484184,535,1
130.348813,641,1
128.481424,467,1
121.94776,469,1
130.583972,433,1
127.657127,506,1
132.28596,451,1
126.861479,513,1
133.912992,422,1
131.739115,524,1
133.495916,459,1
133.801411,534,1
139.817844,588,1
131.539352,520,1
130.613066,490,1
132.883135,552,1
135.144206,526,1
123.06386,638,1
133.711304,502,1
134.29686,466,1
128.559203,540,1
130.604289,472,1
127.675588,780,1
128.128574,769,1
129.859695,582,1
130.29287,469,1
129.458083,472,1
129.68817,412,1
119.71119,568,1
126.480357,932,1
124.048528,419,1
124.230554,500,1
129.627297,444,1
118.916869,494,1
131.87493,427,1
131.074382,600,1
128.984238,476,1
128.90268,515,1
131.126748,470,1
131.777373,522,1
120.498565,1043,1
131.530063,662,1
130.70701,436,1
126.797913,437,1
128.438342,444,1
812.325472,5893,0
131.206485,1411,1
133.500583,452,1
131.39329,470,1
132.147451,589,1
128.451485,558,1
125.170889,465,1
127.047132,449,1
132.918091,560,1
128.878518,637,1
141.493406,3260,1
128.793453,910,1
125.875479,2106,1
124.961855,649,1
129.520281,1311,1
131.169929,456,1
127.303378,468,1
127.44382,488,1
113.602918,481,1
118.327488,464,1
125.941581,729,1
792.5749,10768,0
878.677065,12104,0
324.812889,8427,1
143.267757,4412,1
955.936119,12419,0
131.705334,930,1
122.710375,537,1
139.573326,953,1
129.469997,470,1
134.217247,818,1
128.389799,518,1
127.890164,876,1
119.719647,468,1
119.829419,511,1
118.03266,499,1
132.332022,2780,1
128.521429,513,1
134.220798,2470,1
138.072468,554,1
131.697924,482,1
127.922837,460,1
127.917092,459,1
130.961372,538,1
99.910528,725,1
120.449904,601,1
129.960719,549,1
125.071145,507,1
126.740679,487,1
127.109174,634,1
123.073017,622,1
131.67492,691,1
140.689676,788,1
129.861802,524,1
122.714511,526,1
133.702304,665,1
147.548567,951,1
133.91496,3179,1
919.120298,13164,0
136.935197,804,1
173.180138,333,1
135.769866,788,1
111.031496,2969,1
139.75319,942,1
492.887163,7515,0
141.338224,821,1
131.532344,654,1
147.445928,1488,1
139.661016,1317,1
127.528918,741,1
157.938681,956,1
872.539457,12585,0
996.522377,12449,0
127.869282,563,1
347.664478,7460,1
804.727363,11973,0
951.876518,13792,0
167.465733,602,1
125.191353,2377,1
143.191839,757,1
128.886457,473,1
129.426575,455,1
131.778039,464,1
926.248689,11108,0
154.514788,3316,1
129.640459,795,1
130.416483,593,1
143.527291,920,1
121.490695,488,1
140.104533,604,1
525.013672,4700,0
120.039897,973,1
144.343886,844,1
120.831203,677,1
129.701672,597,1
131.305352,1832,1
126.478669,1340,1
120.534076,542,1
128.97215,652,1
119.88864,480,1
126.064815,1715,1
134.85771,583,1
118.563259,556,1
144.088142,600,1
500.353251,4443,0
509.374799,4751,0
120.086987,484,1
137.242469,618,1
117.779038,527,1
154.536595,887,1
127.876333,612,1
114.948814,463,1
134.271913,1158,1
125.275712,2789,1
134.42299,817,1
127.248132,969,1
894.725125,10081,0
165.617971,5037,1
900.809158,12404,0
905.305887,12691,0
137.211059,1259,1
162.5961,3862,1
745.905435,12710,0
938.485505,7618,0
127.838271,445,1
131.870491,456,1
130.556077,485,1
131.240352,608,1
937.474265,12938,0
127.388649,1262,1
118.79315,445,1
133.577845,570,1
119.57117,653,1
140.607327,518,1
138.962142,529,1
131.244234,433,1
132.712494,462,1
134.848634,513,1
133.700964,442,1
167.599777,2121,1
153.071002,680,1
140.761423,527,1
138.873877,480,1
141.418072,577,1
145.055553,821,1
140.965701,637,1
138.102812,517,1
139.320944,519,1
139.403482,547,1
144.30348,553,1
121.105381,2370,1
144.687208,604,1
141.511609,567,1
136.919034,529,1
140.233702,517,1
145.099762,596,1
135.852527,564,1
138.578466,537,1
138.879029,550,1
131.693623,495,1
133.626386,605,1
148.32904,1741,1
146.652072,594,1
128.91155,644,1
125.831367,573,1
125.059087,559,1
124.80747,498,1
129.814052,673,1
119.983855,435,1
136.698739,1188,1
141.701606,563,1
109.751562,495,1
145.193225,587,1
147.622924,616,1
140.168215,542,1
111.140454,2672,1
145.615551,665,1
143.627618,562,1
143.627618,562,1
143.627618,562,1
143.239369,582,1
143.239369,582,1
143.239369,582,1
142.945974,551,1
142.945974,551,1
142.945974,551,1
153.057322,660,1
141.578696,608,1
141.578696,608,1
141.578696,608,1
150.713252,721,1
172.846043,867,1
529.536539,4732,0
223.444336,6936,1
146.075091,608,1
158.209217,837,1
150.599954,867,1
138.146066,544,1
142.485574,597,1
124.491512,508,1
138.148955,470,1
171.074176,1572,1
172.082602,2622,1
138.595679,466,1
142.973095,535,1
143.699204,633,1
151.637076,751,1
136.529897,554,1
136.529897,554,1
142.441457,783,1
143.014105,481,1
364.970623,8041,0
133.624612,712,1
154.563827,779,1
147.166268,562,1
369.768263,9455,0
130.137564,682,1
146.294819,677,1
134.928957,710,1
139.276604,684,1
142.367549,566,1
149.90125,585,1
335.821508,6586,0
138.969509,726,1
139.443399,736,1
368.307026,8201,0
140.288296,680,1
143.465252,804,1
139.415185,622,1
377.946612,7257,0
81.272828,3402,1
140.229239,759,1
405.360568,9273,0
155.108633,853,1
140.38081,641,1
135.61759,633,1
135.514409,648,1
129.696414,725,1
150.698169,824,1
130.76072,572,1
131.085639,608,1
142.802207,690,1
143.107684,704,1
143.233506,764,1
143.639416,580,1
135.35695,534,1
155.725353,998,1
136.347658,783,1
158.501925,741,1
136.77983,815,1
141.410086,475,1
151.550976,570,1
134.973186,663,1
137.275554,509,1
142.904585,813,1
141.709295,578,1
127.937918,634,1
163.510673,950,1
126.11576,561,1
121.86723,615,1
126.254185,497,1
121.521283,771,1
124.389937,811,1
124.479283,527,1
148.51672,916,1
124.948909,840,1
119.2968,786,1
138.966853,605,1
149.696144,764,1
138.567122,660,1
156.076007,1152,1
138.942953,815,1
141.637963,550,1
144.712092,585,1
63.853721,491,1
94.572149,1454,1
162.428041,1003,1
139.00818,573,1
145.037862,714,1
140.785211,562,1
153.931043,845,1
150.581577,820,1
139.374213,817,1
147.177215,1003,1
141.804216,884,1
142.67674,863,1
139.568676,760,1
141.45551,658,1
140.521607,641,1
141.34014,523,1
158.837602,895,1
138.669092,772,1
145.26389,762,1
139.820822,530,1
135.046595,703,1
148.359403,846,1
972.18509,8893,0
154.738734,878,1
155.736793,1018,1
142.998723,863,1
146.62135,842,1
137.490015,597,1
129.686507,802,1
123.365096,646,1
141.266551,781,1
135.314816,767,1
140.962898,585,1
142.018179,508,1
144.418241,897,1
154.112707,1386,1
137.78315,788,1
138.472251,505,1
127.245606,588,1
124.531578,539,1
140.091343,922,1
122.25422,552,1
134.001559,655,1
144.008838,553,1
153.654389,766,1
137.778154,682,1
143.239409,476,1
144.505719,787,1
150.02269,642,1
143.073422,554,1
144.096594,727,1
138.964611,784,1
148.215551,595,1
138.610717,678,1
140.769941,758,1
141.33661,559,1
144.19641,529,1
144.650819,522,1
153.708556,607,1
143.787551,518,1
141.652735,585,1
147.52929,547,1
141.086491,567,1
141.086491,567,1
146.472343,591,1
139.776993,559,1
143.373063,541,1
142.884034,681,1
137.669687,543,1
139.39665,576,1
142.159558,502,1
142.211266,498,1
144.565908,632,1
132.150934,643,1
139.649962,568,1
150.161814,588,1
140.40018,1712,1
131.170086,477,1
158.231949,910,1
144.222756,593,1
148.325564,651,1
143.046485,539,1
132.170572,3659,1
142.674953,507,1
146.350072,565,1
146.158178,1123,1
157.380916,688,1
125.342659,537,1
110.548992,1680,1
148.511863,743,1
139.881631,582,1
136.990662,676,1
140.316552,639,1
138.709498,651,1
146.416645,711,1
135.495577,712,1
132.24283,668,1
131.17987,678,1
138.283547,629,1
137.687571,568,1
139.502407,615,1
143.13326,522,1
143.13326,522,1
143.13326,522,1
137.206208,743,1
132.047782,697,1
140.61681,504,1
140.61681,504,1
132.109398,610,1
134.247136,623,1
147.865756,807,1
137.797174,543,1
129.542292,634,1
145.58883,619,1
137.617959,585,1
128.456964,499,1
137.290428,561,1
139.129118,605,1
139.707048,679,1
137.990547,552,1
140.633355,534,1
151.053228,657,1
144.752428,488,1
138.878983,582,1
141.528088,658,1
138.627316,600,1
163.022777,791,1
131.974694,479,1
116.809424,461,1
155.190511,1198,1
140.583019,583,1
140.583019,583,1
140.583019,583,1
135.144641,476,1
135.144641,476,1
135.144641,476,1
138.885588,524,1
138.885588,524,1
138.885588,524,1
134.41135,553,1
134.41135,553,1
134.41135,553,1
138.686491,510,1
138.686491,510,1
138.686491,510,1
136.645577,578,1
136.645577,578,1
136.645577,578,1
102.833561,772,1
136.811704,520,1
136.811704,520,1
136.811704,520,1
139.461663,555,1
139.461663,555,1
139.461663,555,1
155.057302,582,1
155.057302,582,1
155.057302,582,1
391.104458,8007,0
136.051331,579,1
136.684251,457,1
137.42738,493,1
121.349293,600,1
145.175081,11008,1
144.518153,497,1
173.892843,1031,1
168.651096,1524,1
157.31766,819,1
158.262917,6703,1
142.619055,569,1
124.566464,736,1
128.548901,455,1
148.068189,5073,1
155.424075,732,1
164.340063,2598,1
142.305207,524,1
148.859837,665,1
139.623407,2643,1
123.223301,457,1
140.179182,544,1
142.258452,506,1
135.024211,1185,1
107.882816,852,1
123.751434,455,1
157.981515,557,1
145.241019,757,1
139.601936,503,1
165.631168,706,1
141.828019,554,1
143.579753,676,1
124.694044,537,1
124.694044,537,1
159.230459,3387,1
130.455997,568,1
156.611703,810,1
140.448115,546,1
141.418347,548,1
140.198184,600,1
143.309532,572,1
146.108402,588,1
140.165456,539,1
121.996758,535,1
141.881849,585,1
139.62291,493,1
145.789847,1197,1
140.680612,650,1
163.170268,802,1
162.992599,959,1
154.358908,2183,1
139.154897,523,1
158.686354,2864,1
133.838828,522,1
161.207576,918,1
125.770946,507,1
147.116562,982,1
128.35562,532,1
129.052412,483,1
124.972572,545,1
129.019907,585,1
134.550729,1488,1
137.395413,528,1
144.558861,635,1
140.272232,523,1
140.272232,523,1
143.395418,541,1
143.395418,541,1
143.395418,541,1
139.587519,525,1
138.900681,539,1
152.798904,895,1
451.797201,7765,0
138.742852,895,1
1360.816545,17977,0
143.228171,1340,1
138.731739,536,1
147.336154,638,1
113.924462,817,1
136.208188,582,1
139.583594,588,1
160.675647,830,1
160.846369,1094,1
367.256287,7172,0
140.56611,570,1
155.845073,1141,1
105.94158,1452,1
152.69725,729,1
124.624117,586,1
128.012515,486,1
145.215984,607,1
144.114442,540,1
163.140332,683,1
130.708568,1075,1
137.339966,520,1
155.98463,770,1
151.600783,636,1
164.937959,800,1
155.902277,1131,1
132.570293,788,1
133.889456,473,1
164.325824,769,1
128.459909,638,1
143.314335,647,1
140.130751,555,1
159.00294,5659,1
141.653145,535,1
145.7016,635,1
140.722229,485,1
138.189678,523,1
142.865183,544,1
140.037559,544,1
137.135732,465,1
137.53223,493,1
139.971452,574,1
142.795191,1735,1
132.805195,523,1
137.452161,540,1
145.885037,603,1
404.630019,7769,0
136.18586,436,1
373.082129,8091,0
130.272644,419,1
147.623393,586,1
137.55344,512,1
138.717482,495,1
131.519927,439,1
144.342827,528,1
140.303841,498,1
363.365135,9150,0
138.057308,461,1
136.763917,810,1
130.102437,438,1
145.853582,568,1
132.500233,464,1
176.361508,774,1
147.240344,557,1
159.617282,521,1
156.469248,690,1
162.923322,729,1
131.561946,586,1
124.032739,490,1
134.391331,447,1
170.04265,1236,1
136.842079,462,1
132.878175,491,1
131.715031,458,1
217.643001,10723,0
353.2265,10999,0
150.01387,550,1
128.429708,478,1
362.242266,9163,0
132.331118,596,1
131.806539,530,1
153.003658,632,1
167.033235,849,1
139.463586,580,1
118.659858,3644,1
133.930638,506,1
169.103074,3025,1
136.507454,469,1
140.446503,517,1
165.009476,776,1
165.682358,12692,1
136.543722,493,1
163.003034,828,1
124.313674,511,1
127.451918,612,1
152.760089,626,1
146.327701,601,1
146.327701,601,1
136.5858,496,1
136.5858,496,1
133.821642,631,1
699.73733,9684,0
133.662941,446,1
353.38462,10838,0
142.830362,513,1
142.889637,588,1
132.590504,551,1
138.259872,532,1
160.688692,831,1
134.088122,470,1
127.964558,409,1
147.14172,1368,1
136.046877,528,1
137.191475,492,1
142.636636,571,1
144.263444,553,1
141.117676,608,1
149.496042,685,1
147.749499,1986,1
138.681863,504,1
151.09837,609,1
143.052705,539,1
151.266398,604,1
139.115539,3009,1
140.387546,536,1
146.19328,2444,1
157.798796,1617,1
143.56758,631,1
144.028248,950,1
1696.370953,12045,0
149.431542,623,1
131.316122,511,1
144.405593,554,1
1707.502638,12352,0
124.931731,498,1
116.189924,477,1
123.116475,533,1
126.349152,613,1
104.746564,1009,1
138.319643,498,1
156.869534,994,1
132.721152,457,1
131.118719,494,1
142.322714,875,1
148.202599,668,1
134.304093,526,1
140.282693,600,1
145.13421,2444,1
131.916126,487,1
145.446811,700,1
136.421836,460,1
165.427257,5245,1
366.731809,10073,0
139.756144,502,1
144.541119,597,1
138.141459,537,1
131.959766,495,1
152.757819,642,1
128.307639,1512,1
145.787858,835,1
71.450514,2751,1
139.206767,478,1
145.945686,808,1
137.728675,493,1
1788.167263,12915,0
136.079531,505,1
143.147468,517,1
153.662388,619,1
134.471643,1036,1
137.203492,442,1
133.34394,523,1
133.144938,609,1
142.066586,542,1
139.248491,487,1
154.228082,698,1
136.755487,441,1
120.515534,595,1
138.562504,477,1
144.965609,623,1
146.456958,943,1
144.610025,559,1
159.801574,692,1
161.590257,2723,1
156.505494,713,1
136.325648,488,1
140.104795,558,1
134.606765,430,1
175.363416,1035,1
121.564891,861,1
170.643631,678,1
143.739508,579,1
1750.678262,12740,0
1295.097481,13190,0
140.637548,675,1
138.593732,690,1
156.237236,746,1
160.121825,757,1
153.899851,855,1
145.100184,592,1
127.966143,588,1
125.234796,525,1
116.257103,773,1
137.910932,518,1
140.559942,472,1
132.637089,496,1
163.107866,954,1
133.528356,594,1
136.237851,515,1
140.932675,609,1
145.093818,616,1
140.313703,599,1
136.392606,466,1
152.11057,3219,1
140.424478,642,1
138.535602,499,1
144.892392,649,1
141.885724,655,1
141.111388,646,1
154.477734,1866,1
142.533065,727,1
144.111151,723,1
146.412693,994,1
138.075656,635,1
151.134241,884,1
214.066094,7939,0
142.787738,629,1
136.250436,800,1
139.931456,819,1
141.537431,851,1
148.624033,803,1
130.490137,789,1
132.668092,857,1
128.688926,664,1
128.240647,548,1
139.97538,610,1
140.202885,595,1
172.855587,1295,1
141.941879,711,1
141.941879,711,1
142.471652,605,1
142.471652,605,1
142.471652,605,1
141.294439,616,1
141.294439,616,1
143.659933,811,1
143.659933,811,1
143.659933,811,1
135.353124,750,1
135.353124,750,1
135.353124,750,1
141.334632,570,1
136.882834,748,1
144.833219,703,1
144.833219,703,1
144.833219,703,1
148.884165,963,1
148.884165,963,1
148.884165,963,1
147.547561,992,1
143.709209,728,1
143.494036,786,1
144.303406,694,1
144.303406,694,1
144.303406,694,1
143.753462,778,1
143.753462,778,1
145.497614,762,1
145.497614,762,1
148.831396,936,1
144.088665,878,1
144.088665,878,1
148.026436,934,1
148.026436,934,1
144.109064,621,1
145.553137,849,1
144.020422,802,1
145.759929,882,1
137.824784,498,1
141.190146,521,1
139.766143,755,1
138.421049,560,1
142.274579,517,1
143.758012,881,1
143.178038,1456,1
139.293406,539,1
139.101235,553,1
145.084577,869,1
143.946575,586,1
140.305682,511,1
137.392416,465,1
144.487761,1766,1
144.514101,488,1
144.788036,643,1
119.904572,3861,1
162.195671,5741,1
151.200403,3655,1
148.51672,2728,1
145.733769,556,1
141.684532,564,1
135.562629,518,1
134.636882,477,1
141.641067,546,1
117.444522,531,1
136.151979,512,1
87.822997,1243,1
140.416362,531,1
137.093223,510,1
142.387963,711,1
157.351552,662,1
133.479446,450,1
142.08351,549,1
134.300738,452,1
133.530863,495,1
140.086078,502,1
140.972603,514,1
141.591561,632,1
138.757188,664,1
144.479652,692,1
143.230415,547,1
146.374797,1065,1
139.711507,570,1
136.882834,748,1
148.831396,936,1
142.353404,478,1
144.152019,514,1
140.517405,541,1
142.493592,565,1
141.491897,495,1
147.229146,1081,1
137.392416,465,1
139.741895,544,1
126.915349,661,1
117.625173,2440,1
143.142296,1502,1
144.172086,651,1
119.904572,3861,1
146.356281,1252,1
162.195671,5741,1
144.943504,1222,1
149.333056,3655,1
141.920206,1266,1
207.429164,1117,0
154.978241,2990,1
147.650995,3111,1
136.712044,8622,1
134.856133,518,1
134.636882,477,1
134.755614,512,1
133.528356,594,1
162.133266,2807,1
148.279651,625,1
136.237851,515,1
141.85793,5914,1
143.149082,565,1
145.699663,928,1
140.932675,609,1
153.15568,659,1
149.596578,734,1
144.017148,522,1
132.301092,446,1
159.221042,738,1
144.583219,719,1
139.596877,505,1
137.920306,510,1
140.69298,881,1
137.085809,706,1
138.529879,519,1
142.695096,545,1
137.129859,452,1
143.214562,559,1
139.398807,558,1
155.616285,869,1
149.803483,925,1
144.032363,825,1
137.366815,675,1
142.695817,1218,1
145.874798,837,1
142.662453,804,1
143.617779,638,1
139.273489,854,1
141.005032,701,1
145.027782,556,1
141.043578,806,1
138.896,564,1
145.408482,1091,1
145.084139,859,1
141.131829,537,1
145.888316,541,1
141.357794,546,1
142.158365,575,1
138.677783,1065,1
137.53707,587,1
141.379339,875,1
87.822997,1243,1
145.694459,678,1
137.692182,489,1
139.249401,522,1
138.542503,487,1
140.416362,531,1
138.429725,533,1
145.732055,746,1
139.118371,641,1
137.093223,510,1
137.914108,542,1
153.839041,830,1
142.342249,557,1
155.022938,832,1
142.225321,617,1
140.356321,505,1
142.364451,852,1
140.941464,507,1
138.164996,521,1
138.158297,504,1
145.093818,616,1
144.951915,560,1
142.908182,579,1
136.97973,474,1
142.636878,710,1
141.861384,534,1
141.970364,1039,1
145.839539,581,1
142.435862,530,1
140.284605,579,1
145.321825,586,1
137.39628,517,1
143.363525,558,1
145.039601,567,1
140.979871,650,1
137.290493,1030,1
139.662834,509,1
140.857008,526,1
116.328427,1258,1
156.134923,1604,1
142.836599,624,1
127.13578,533,1
142.528758,610,1
129.221172,776,1
141.591561,632,1
145.427215,1231,1
144.479652,692,1
144.535484,488,1
146.456958,943,1
138.593732,690,1
134.856133,518,1
141.077001,503,1
134.636882,477,1
173.85403,1457,1
134.755614,512,1
136.237851,515,1
135.379198,797,1
156.081202,662,1
125.4048,760,1
135.128416,507,1
139.095892,541,1
136.624579,575,1
142.493592,565,1
149.143061,734,1
141.491897,495,1
132.301092,446,1
149.190886,609,1
177.477638,1518,1
144.583219,719,1
141.184647,600,1
138.618172,490,1
158.061276,1060,1
148.374239,995,1
140.69298,881,1
137.392416,465,1
162.195671,5741,1
161.318719,678,1
207.429164,1117,0
141.304163,568,1
152.876403,2990,1
147.197104,3111,1
162.942518,783,1
147.361099,825,1
115.835598,531,1
133.528356,594,1
148.279651,625,1
162.133266,2807,1
141.85793,5914,1
143.149082,565,1
145.699663,928,1
140.932675,609,1
153.15568,659,1
160.486997,719,1
139.202854,522,1
959.465823,8391,0
136.877771,847,1
139.596877,505,1
170.883721,1103,1
141.399067,590,1
135.913308,452,1
139.195333,560,1
137.085809,706,1
140.313703,599,1
136.392606,466,1
134.229773,719,1
138.757188,664,1
139.741895,544,1
153.016302,628,1
119.904572,3861,1
149.333056,3655,1
146.890348,584,1
144.728995,467,1
139.146801,482,1
143.380475,878,1
138.490061,460,1
140.062789,666,1
135.002203,578,1
171.674963,1447,1
152.122706,589,1
144.176456,3041,1
132.499455,643,1
145.825395,709,1
132.104409,491,1
137.477896,690,1
138.231079,691,1
138.252381,670,1
139.744604,751,1
140.907809,546,1
137.813554,642,1
137.491426,639,1
144.152019,514,1
153.757963,1531,1
141.444826,608,1
137.299657,513,1
135.724068,756,1
134.214765,642,1
136.991003,769,1
142.052176,612,1
133.814452,633,1
137.824784,498,1
136.64762,719,1
141.190146,521,1
141.257478,737,1
138.990667,707,1
137.743437,731,1
138.421049,560,1
136.734469,699,1
142.274579,517,1
134.956376,678,1
143.178038,664,1
134.989275,685,1
141.08257,563,1
140.027504,756,1
139.071518,748,1
139.601833,541,1
136.989124,635,1
157.800611,738,1
139.101235,553,1
137.192016,724,1
133.273845,751,1
142.026603,618,1
135.401899,739,1
141.07699,667,1
143.946575,586,1
135.953899,632,1
140.684642,753,1
142.234105,587,1
133.24255,751,1
139.596985,511,1
133.708478,662,1
134.111404,661,1
141.254383,827,1
136.843017,556,1
138.69834,598,1
138.55233,699,1
155.590449,632,1
143.11984,623,1
140.89488,693,1
161.590257,1941,1
139.973383,642,1
139.793133,656,1
147.999124,814,1
144.892392,649,1
141.885724,655,1
154.025883,927,1
145.631638,927,1
141.367565,727,1
144.014438,660,1
143.167903,723,1
146.026117,693,1
145.249586,994,1
138.075656,635,1
153.725372,863,1
152.599167,852,1
147.369347,735,1
149.788561,844,1
163.316598,927,1
146.374797,1065,1
157.390235,1131,1
145.732943,884,1
140.226467,629,1
135.211417,800,1
137.822486,819,1
141.537431,851,1
149.336278,803,1
130.490137,789,1
132.668092,857,1
128.688926,664,1
128.240647,548,1
142.376819,612,1
139.523732,610,1
143.64469,641,1
140.202885,595,1
126.640215,538,1
126.640215,538,1
141.941879,711,1
141.941879,711,1
141.941879,711,1
141.075076,605,1
141.075076,605,1
141.075076,605,1
139.900654,616,1
139.900654,616,1
139.900654,616,1
142.716652,811,1
142.716652,811,1
142.716652,811,1
134.410416,750,1
134.410416,750,1
134.410416,750,1
139.711507,570,1
139.711507,570,1
139.711507,570,1
136.882834,748,1
136.882834,748,1
144.833219,703,1
134.263539,14099,1
150.377708,659,1
139.280615,701,1
182.12628,972,1
145.548466,711,1
152.642064,1077,1
141.455966,604,1
135.787397,780,1
137.936555,617,1
144.487761,710,1
127.60557,739,1
148.51672,2728,1
144.833219,703,1
144.833219,703,1
148.884165,963,1
148.884165,963,1
148.884165,963,1
147.547561,992,1
147.547561,992,1
147.547561,992,1
135.365136,493,1
141.179346,728,1
141.179346,728,1
141.179346,728,1
143.494036,786,1
143.494036,786,1
143.908765,525,1
141.034708,694,1
141.034708,694,1
141.034708,694,1
143.753462,778,1
143.753462,778,1
143.753462,778,1
143.625957,762,1
143.625957,762,1
143.625957,762,1
148.831396,936,1
148.831396,936,1
143.380475,878,1
169.532713,1265,1
141.725749,573,1
147.314124,934,1
147.314124,934,1
136.712044,8622,1
140.411528,700,1
143.090792,760,1
141.641067,546,1
144.109064,621,1
130.289816,1399,1
145.553137,849,1
140.704476,672,1
132.719355,723,1
140.542832,711,1
131.881046,632,1
144.020422,802,1
131.311985,509,1
145.759929,882,1
133.479446,450,1
141.264124,661,1
142.08351,549,1
139.766143,755,1
134.300738,452,1
141.950908,862,1
143.758012,881,1
144.715647,614,1
139.293406,539,1
